,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
608,Quant Small Cap Fund,1000,5000,0.64,3301.0,10,Sanjeev Sharma,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2
609,Quant Tax Plan- Direct Growth,500,500,0.57,2779.0,10,Vasav Sahgal,6,Quant Mutual Fund,5,Equity,ELSS Mutual Funds,0.9,54.9,22.2
610,Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9
611,Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1
612,Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0
613,Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9
614,Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8
615,Quantum Multi Asset Fund,500,500,0.1,49.0,11,Chirag Mehta,4,Quantum Mutual Fund,3,Other,FoFs Domestic,5.5,12.4,8.1
616,Quantum Tax Saving Fund,500,500,1.29,115.0,14,Christy Mathai,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9
617,SBI Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4
618,SBI Banking & Financial Services Fund,500,5000,0.78,3747.0,8,Milind Agrawal,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5
619,SBI Banking and PSU Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0
620,SBI BlueChip Fund,500,5000,0.9,33987.0,10,Sohini Andani,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4
621,SBI Conservative Hybrid Fund,500,5000,0.57,7250.0,10,Saurabh Pant,5,SBI Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8
622,SBI Consumption Opportunities Fund,500,5000,1.18,1185.0,10,Saurabh Pant,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7
623,SBI Contra Fund,500,5000,0.91,8340.0,10,Dinesh Balachandran,6,SBI Mutual Fund,5,Equity,Contra Funds,15.0,43.4,15.6
624,SBI Corporate Bond Fund,500,5000,0.34,16551.0,4,Rajeev Radhakrishnan,2,SBI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.4,0.0
625,SBI Credit Risk Fund,500,10000,0.92,2782.0,10,Lokesh Mallya,5,SBI Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7.0
626,SBI Dynamic Bond Fund,500,5000,0.87,2407.0,10,Dinesh Ahuja,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9
627,SBI Equity Hybrid Fund,500,1000,0.79,54492.0,10,R Srinivasan,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8
628,SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134.0,4,Raviprakash Sharma,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,0.0
629,SBI Equity Savings Fund,500,1000,0.67,2264.0,8,Neeraj Kumar,4,SBI Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1
630,SBI Flexi Cap Fund,500,1000,0.85,15602.0,10,R Srinivasan,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0
631,SBI Floating Rate Debt Fund,500,5000,0.26,1604.0,2,Rajeev Radhakrishnan,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5.0,0.0,0.0
632,SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,40.0,4,Ranjana Gupta,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,0.0
633,SBI Focused Equity Fund,500,5000,0.69,26561.0,10,R Srinivasan,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2
634,SBI Gold Fund,500,5000,0.1,1265.0,10,Raviprakash Sharma,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4
635,SBI Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6
636,SBI Infrastructure Fund,500,5000,1.88,927.0,10,Bhavin Vithiani,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0
637,SBI Large & Midcap Fund,500,5000,0.99,9441.0,10,Saurabh Pant,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6
638,SBI Liquid Fund,500,500,0.18,57052.0,10,R Arun,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
639,SBI Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5
640,SBI Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4
641,SBI Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5
642,SBI Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0
643,SBI Long Term Advantage Fund,0,500,1.76,222.0,5,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,0.0
644,SBI Long Term Advantage Fund,0,500,1.76,278.0,5,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,0.0
645,SBI Long Term Equity Fund,500,500,1.07,12158.0,10,Dinesh Balachandran,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6
646,SBI Magnum Children’s Benefit Fund,500,5000,0.86,89.0,10,Rajeev Radhakrishnan,4,SBI Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3
647,SBI Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3
648,SBI Magnum Equity ESG Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2
649,SBI Magnum Gilt Fund,500,5000,0.46,4301.0,10,Dinesh Ahuja,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3
650,SBI Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5
651,SBI Magnum Income Fund,500,5000,0.8,1510.0,10,Dinesh Ahuja,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8
652,SBI Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4
653,SBI Magnum Medium Duration Fund,500,5000,0.69,7087.0,10,Dinesh Ahuja,4,SBI Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9
654,SBI Magnum Midcap Fund,500,5000,0.97,8732.0,10,Sohini Andani,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5
655,SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1
656,SBI Multi Asset Allocation Fund,500,5000,0.88,609.0,10,Dinesh Balachandran,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6
657,SBI Nifty Index Fund,500,5000,0.18,3324.0,10,Raviprakash Sharma,6,SBI Mutual Fund,3,Other,Index Funds,0.9,26.0,11.8
658,SBI Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6
659,SBI PSU Fund,500,5000,1.42,505.0,10,Richard Dsouza,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4
660,SBI Savings Fund,500,500,0.23,19441.0,10,R Arun,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2
661,SBI Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8
662,SBI Small Cap Fund,500,5000,0.7,15395.0,10,R Srinivasan,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3
663,SBI Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8
664,SBI Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0
665,Shriram Balanced Advantage Fund,1000,5000,0.6,48.0,4,Deepak Ramaraju,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,0.0
666,Shriram Flexi Cap Fund,1000,5000,0.65,60.0,4,Deepak Ramaraju,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,0.0
667,Shriram Hybrid Equity Fund,1000,5000,0.65,56.0,9,Deepak Ramaraju,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9
668,Shriram Long Term Equity Fund,500,500,0.6,36.0,4,Deepak Ramaraju,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,0.0
669,Sundaram Aggressive Hybrid Fund,100,100,0.67,2981.0,10,S Bharath,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7
670,Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8
671,Sundaram Balanced Advantage Fund,500,100,0.62,1532.0,10,S Bharath,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2
672,Sundaram Banking & PSU Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1
673,Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8
674,Sundaram Corporate Bond Fund,250,5000,0.28,996.0,10,Dwijendra Srivastava,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3
675,Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2
676,Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9
677,Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7
678,Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297.0,5,Rohit Seksaria,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,0.0
679,Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208.0,5,Rohit Seksaria,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,0.0
680,Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,0.0
681,Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,0.0
682,Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141.0,4,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,0.0
683,Sundaram Equity Savings Fund,500,100,0.54,415.0,10,Sudhir Kedia,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9
684,Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601.0,10,Rohit Seksaria,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6
685,Sundaram Focused Fund,100,300,1.2,771.0,10,Ravi Gopalakrishnan,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1
686,Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7
687,Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1
688,Sundaram Large and Mid Cap Fund,100,100,0.72,4885.0,10,Ravi Gopalakrishnan,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7
689,Sundaram Large Cap Fund,100,100,0.6,2855.0,2,Sudhir Kedia,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,0.0,0.0
690,Sundaram Liquid Fund,2000,1000,0.17,4169.0,10,Dwijendra Srivastava,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3
691,Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8
692,Sundaram LT MC Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5
693,Sundaram LT MC Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8
694,Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6
695,Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,0.0
696,Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5
697,Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5
698,Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3
699,Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2
700,Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,0.0
701,Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0
702,Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,0.0
703,Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,0.0
704,Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2
705,Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,0.0
706,Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,0.0
707,Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8
708,Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3
709,Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9
710,Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5
711,Tata Arbitrage Fund,150,5000,0.28,5925.0,4,Sailesh Jain,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.0,0.0
712,Tata Balanced Advantage Fund,150,5000,0.28,6396.0,4,RahulSingh,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,0.0
713,Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6
714,Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,0.0
715,Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1
716,Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0
717,Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5
718,Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1
719,Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,0.0
720,Tata Floating Rate Fund,150,5000,0.3,225.0,2,Akhil Mittal,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,0.0,0.0
721,Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,0.0
722,Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9
723,Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5
724,Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6
725,Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8
726,Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0
727,Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1
728,Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0
729,Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3
730,Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
731,Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5
732,Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8
733,Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0
734,Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,0.0
735,Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5
736,Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4
737,Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3
738,Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1
739,Tata S&P BSE Sensex Index Fund,150,5000,0.27,174.0,10,Sonam Udasi,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8
740,Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8
741,Tata Small Cap Fund,150,5000,0.26,3300.0,4,Chandraprakash Padiyar,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,0.0
742,Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2
743,Tata Ultra Short Term Fund,150,5000,0.25,1629.0,4,Akhil Mittal,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,0.0
744,Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3
745,Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9
746,Taurus Discovery (Midcap) Fund,1000,5000,2.19,74.0,10,Hardik Shah,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9
747,Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4
748,Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4
749,Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9
750,Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6
751,Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3
752,Taurus Tax Shield – Direct Growth,500,500,1.73,59.0,10,Ramneek Kundra,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6
753,Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5
754,Templeton India Value Fund,500,5000,0.91,845.0,10,Anand Radhakrishnan,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3
755,TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345.0,2,Anand Nevatia,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.0,0.0,0.0
756,TRUSTMF Liquid Fund,1000,1000,0.1,205.0,2,Anand Nevatia,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,0.0,0.0
757,TRUSTMF Short Term Fund,1000,1000,0.23,94.0,2,Anand Nevatia,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,0.0,0.0
758,Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,0.0
759,Union Balanced Advantage Fund,500,1000,0.94,1679.0,5,Parijat Agrawal,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2
760,Union Corporate Bond Fund,1000,1000,0.45,390.0,5,Parijat Agrawal,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,0.0
761,Union Dynamic Bond Fund,1000,1000,1.29,92.0,10,Parijat Agrawal,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0
762,Union Equity Savings Fund,500,1000,1.47,133.0,5,Sanjay Bembalkar,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,0.0
763,Union Flexi Cap Fund,500,1000,1.06,1337.0,10,Sanjay Bembalkar,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9
764,Union Focused Fund,500,1000,1.57,317.0,4,Hardick Bora,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,0.0
765,Union Large & Midcap Fund,500,1000,1.2,396.0,3,Sanjay Bembalkar,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,0.0
766,Union Largecap Fund,1000,1000,1.8,230.0,6,Hardick Bora,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9
